ticket_id,entereddate,lastmodified,closeddate,status,contactmethod,category,department,location,city,state,zip,latitude,longitude
144365,4/1/2015 8:28,9/11/2016 22:02,4/6/2015 7:14,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144379,4/1/2015 13:18,9/11/2016 22:02,4/8/2015 8:14,closed,Other,Potholes,Planning and Transportation,315 N Fess AVE,Bloomington,IN,47408,39.16858673,-86.52577972
144400,4/1/2015 18:26,9/11/2016 22:02,4/24/2015 14:54,closed,Other,Potholes,Street Department,1310 S Dunn ST,Bloomington,IN,47401,39.15208435,-86.52815247
144434,4/3/2015 8:41,9/11/2016 22:02,4/7/2015 8:06,closed,Other,Potholes,Street Department,2495 S Walnut Street PIKE,Bloomington,IN,47401,39.13598633,-86.52880096
144435,4/3/2015 9:05,9/11/2016 22:02,4/6/2015 7:17,closed,Other,Potholes,Street Department,2301-2337 S Brandon Ct,Bloomington,IN,,39.13941193,-86.52553558
144436,4/3/2015 12:35,9/11/2016 22:02,4/6/2015 7:17,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144438,4/3/2015 15:58,9/11/2016 22:02,4/24/2015 14:52,closed,Other,Potholes,Street Department,524 N Staats DR,Bloomington,IN,47408,39.16926956,-86.48508453
144440,4/4/2015 17:36,9/11/2016 22:02,4/7/2015 8:05,closed,Other,Potholes,Street Department,1904 S Montclair AVE,Bloomington,IN,47401,39.14625549,-86.50428009
144442,4/5/2015 15:33,9/11/2016 22:02,4/7/2015 8:06,closed,Other,Potholes,Street Department,101-299 Kingston Dr S,Bloomington,IN,,39.16426086,-86.49302673
144443,4/6/2015 7:22,9/11/2016 22:02,4/7/2015 14:11,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144444,4/6/2015 7:24,9/11/2016 22:02,4/7/2015 14:13,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144490,4/7/2015 18:18,9/11/2016 22:02,7/31/2015 10:12,closed,Other,Potholes,,343-399 S Jordan Ave,Bloomington,IN,,39.16311646,-86.51638031
144491,4/7/2015 18:23,9/11/2016 22:02,7/31/2015 10:11,closed,Other,Potholes,,342-398 South Jordan Avenue,Bloomington,IN,,39.16337967,-86.5164032
144515,4/8/2015 15:25,9/11/2016 22:02,4/9/2015 12:12,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144517,4/8/2015 20:52,9/11/2016 22:02,4/9/2015 12:08,closed,Other,Potholes,Street Department,355-399 North Washington Street,Bloomington,IN,,39.16933441,-86.53231812
144518,4/8/2015 20:54,9/11/2016 22:02,4/13/2015 13:07,closed,Other,Potholes,Street Department,2127-2139 East 10th Street,Bloomington,IN,,39.17140579,-86.50692749
144544,4/9/2015 21:41,9/11/2016 22:02,4/24/2015 7:16,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144547,4/10/2015 11:37,9/11/2016 22:02,4/13/2015 7:08,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144548,4/10/2015 11:58,9/11/2016 22:02,4/13/2015 7:07,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144556,4/11/2015 20:41,9/11/2016 22:02,4/13/2015 7:06,closed,Other,Potholes,Street Department,4625 S Walnut Street PIKE,Bloomington,IN,47401,39.11227798,-86.52633667
144557,4/12/2015 12:06,9/11/2016 22:02,4/13/2015 13:06,closed,Other,Potholes,Street Department,3770-3798 S Wickens St,Bloomington,IN,,39.12527084,-86.55117035
144566,4/12/2015 17:22,9/11/2016 22:02,4/13/2015 7:06,closed,Other,Potholes,Street Department,1460 S Smith RD,Bloomington,IN,47401,39.14828873,-86.48049164
144576,4/13/2015 14:41,9/11/2016 22:02,4/16/2015 7:59,closed,Other,Potholes,Utilities T & D,4121-4199 South Walnut Street,Bloomington,IN,,39.12038422,-86.53128815
144580,4/13/2015 23:58,9/11/2016 22:02,4/16/2015 7:45,closed,Other,Potholes,Street Department,2200-2298 North Old Martinsville Road,Bloomington,IN,,39.18869019,-86.53437805
144589,4/14/2015 12:22,9/11/2016 22:02,4/16/2015 8:25,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144618,4/15/2015 12:59,9/11/2016 22:02,4/23/2015 8:43,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144642,4/16/2015 10:34,9/11/2016 22:02,4/20/2015 14:11,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144657,4/16/2015 15:31,9/11/2016 22:02,4/20/2015 7:04,closed,Other,Potholes,Street Department,1730-1742 Jeremy Drive,Bloomington,IN,,39.11387634,-86.55618286
144702,4/21/2015 11:19,9/11/2016 22:02,4/24/2015 7:15,closed,Other,Potholes,Street Department,Indiana University Bloomington,Bloomington,IN,,39.16365051,-86.52060699
144703,4/21/2015 11:27,9/11/2016 22:02,4/23/2015 13:28,closed,Other,Potholes,Street Department,101-111 North Rogers Street,Bloomington,IN,,39.1668663,-86.53872681
144728,4/22/2015 10:24,9/11/2016 22:02,4/22/2015 10:30,closed,Other,Potholes,Street Department,6093-6299 North Old State Road 37,Bloomington,IN,,39.24078751,-86.49921417
144729,4/22/2015 10:24,9/11/2016 22:02,4/22/2015 10:30,closed,Other,Potholes,Street Department,6093-6299 North Old State Road 37,Bloomington,IN,,39.24078751,-86.49921417
144746,4/22/2015 17:17,9/11/2016 22:02,4/23/2015 13:21,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144767,4/23/2015 23:57,9/11/2016 22:02,4/24/2015 14:51,closed,Other,Potholes,Street Department,3314 S Cedarwood CIR,Bloomington,IN,,39.13124847,-86.5041275
144769,4/24/2015 9:08,9/11/2016 22:02,4/24/2015 14:53,closed,Other,Potholes,Street Department,1310 S Dunn ST,Bloomington,IN,47401,39.15208435,-86.52815247
144782,4/25/2015 15:24,9/11/2016 22:02,4/27/2015 11:40,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144783,4/25/2015 15:26,9/11/2016 22:02,4/27/2015 7:14,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144787,4/26/2015 12:20,9/11/2016 22:02,4/27/2015 14:57,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144801,4/27/2015 17:22,9/11/2016 22:02,5/19/2015 16:46,closed,Other,Potholes,Planning and Transportation,400-504 North Smith Road,Bloomington,IN,,39.16872787,-86.48126984
144839,4/28/2015 21:57,9/11/2016 22:02,4/29/2015 7:24,closed,Other,Potholes,Street Department,8725-8899 North Fish Road,Bloomington,IN,,39.30295181,-86.47680664
144840,4/28/2015 23:58,9/11/2016 22:02,5/12/2015 11:36,closed,Other,Potholes,Street Department,1012 N Woodburn AVE,Bloomington,IN,47404,39.17642212,-86.53547668
144847,4/29/2015 15:07,9/11/2016 22:02,4/30/2015 13:36,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144848,4/29/2015 15:32,9/11/2016 22:02,4/30/2015 13:35,closed,Other,Potholes,Street Department,2144 North Mount Gilead Road,Bloomington,IN,,39.18569565,-86.46547699
144849,4/29/2015 15:37,9/11/2016 22:02,4/30/2015 13:34,closed,Other,Potholes,Street Department,2835-2999 North Mount Gilead Road,Bloomington,IN,,39.19041824,-86.44067383
144852,4/29/2015 18:10,9/11/2016 22:02,4/30/2015 7:02,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144853,4/29/2015 18:42,9/11/2016 22:02,4/30/2015 14:28,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144905,5/3/2015 12:35,9/11/2016 22:02,5/6/2015 7:37,closed,Other,Potholes,Street Department,1335-1401 E Rhorer Rd,Bloomington,IN,,39.12146759,-86.51808929
144907,5/4/2015 8:22,9/11/2016 22:02,5/12/2015 10:13,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144928,5/5/2015 5:48,9/11/2016 22:02,5/12/2015 10:03,closed,Other,Potholes,Street Department,301-331 South Smith Road,Bloomington,IN,,39.16422653,-86.48123932
144949,5/5/2015 22:24,9/11/2016 22:02,5/12/2015 10:03,closed,Other,Potholes,Street Department,4510 S Eagleview DR,Bloomington,IN,47403,39.11644745,-86.54614258
144954,5/6/2015 12:06,9/11/2016 22:02,5/12/2015 10:02,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
144993,5/7/2015 13:50,9/11/2016 22:02,5/12/2015 10:02,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145030,5/11/2015 19:10,9/11/2016 22:02,5/12/2015 9:56,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145032,5/12/2015 3:48,9/11/2016 22:02,5/12/2015 9:55,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145085,5/13/2015 9:38,9/11/2016 22:02,5/14/2015 8:37,closed,Other,Potholes,Street Department,3491 E Rogers RD,Bloomington,IN,47401,39.13591385,-86.49071503
145149,5/15/2015 14:55,9/11/2016 22:02,5/18/2015 14:10,closed,Other,Potholes,Street Department,2802-2804 S Sare Rd,Bloomington,IN,,39.14514923,-86.49701691
145150,5/15/2015 14:59,9/11/2016 22:02,5/18/2015 14:13,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145152,5/16/2015 2:29,9/11/2016 22:02,5/20/2015 7:23,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145155,5/17/2015 11:17,9/11/2016 22:02,5/19/2015 14:42,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
145160,5/17/2015 21:46,9/11/2016 22:02,5/18/2015 14:09,closed,Other,Potholes,Street Department,3418-3588 S Sare Rd,Bloomington,IN,,39.13064957,-86.50205231
145214,5/19/2015 10:38,9/11/2016 22:02,5/20/2015 7:37,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145243,5/20/2015 17:09,9/11/2016 22:02,5/20/2015 19:09,closed,Other,Potholes,Street Department,7005-7039 South Ketcham Road,Bloomington,IN,,39.07110977,-86.54924774
145245,5/20/2015 19:10,9/11/2016 22:02,5/22/2015 13:57,closed,Other,Potholes,Street Department,1802 S Wilton DR,Bloomington,IN,47401,39.1475563,-86.51203918
145273,5/22/2015 15:18,9/11/2016 22:02,5/27/2015 6:58,closed,Other,Potholes,Street Department,310 South Rogers Street,Bloomington,IN,,39.16415405,-86.53874969
145276,5/23/2015 11:05,9/11/2016 22:02,5/27/2015 7:51,closed,Other,Potholes,Street Department,2120 S Highland AVE,Bloomington,IN,47401,39.13976288,-86.51737976
145277,5/23/2015 11:09,9/11/2016 22:02,5/27/2015 7:51,closed,Other,Potholes,Street Department,3073-3199 South Allendale Drive,Bloomington,IN,,39.13442612,-86.51592255
145310,5/26/2015 9:31,9/11/2016 22:02,5/27/2015 6:57,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145311,5/26/2015 9:31,9/11/2016 22:02,5/26/2015 9:34,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145364,5/27/2015 16:46,9/11/2016 22:02,5/28/2015 7:07,closed,Other,Potholes,Street Department,2315 S Cutter CT,Bloomington,IN,47403,39.14252472,-86.5447464
145419,5/28/2015 15:51,9/11/2016 22:02,6/1/2015 7:09,closed,Other,Potholes,Street Department,591-657 East Winslow Farm Drive,Bloomington,IN,,39.13789749,-86.52053833
145421,5/28/2015 16:52,9/11/2016 22:02,5/29/2015 7:07,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145492,6/2/2015 12:58,9/11/2016 22:02,6/3/2015 9:02,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145504,6/3/2015 0:13,9/11/2016 22:02,6/5/2015 13:58,closed,Other,Potholes,Street Department,2976-3322 S Cedarwood Cir,Bloomington,IN,,39.12994766,-86.50531006
145509,6/3/2015 8:20,9/11/2016 22:02,6/5/2015 14:02,closed,Other,Potholes,Street Department,4200-4216 East Penn Court,Bloomington,IN,,39.16901016,-86.47766876
145540,6/4/2015 9:47,9/11/2016 22:02,6/4/2015 9:55,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145554,6/5/2015 8:28,2/14/2019 12:38,7/7/2015 9:50,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145594,6/8/2015 20:33,9/11/2016 22:02,6/9/2015 11:38,closed,Other,Potholes,Street Department,West Vaughn Clipp Way,Bloomington,IN,,39.18257904,-86.53677368
145596,6/9/2015 10:04,9/11/2016 22:02,7/7/2015 9:34,closed,Other,Potholes,Street Department,2519-2535 South Buttonwood Lane,Bloomington,IN,,39.13817978,-86.49826813
145625,6/9/2015 16:32,9/11/2016 22:02,9/10/2015 14:23,closed,Other,Potholes,Street Department,500 E Wylie ST,Bloomington,IN,47401,39.15814972,-86.52770996
145629,6/10/2015 11:32,9/11/2016 22:02,8/21/2015 11:21,closed,Other,Potholes,Utilities Engineering,1305-1307 South Hearthstone Court,Bloomington,IN,,39.15171051,-86.47306824
145693,6/13/2015 9:14,9/11/2016 22:02,6/16/2015 14:20,closed,Other,Potholes,Street Department,3857 S Mill Stone WAY,Bloomington,IN,47401,39.12398911,-86.50875854
145696,6/13/2015 19:24,9/11/2016 22:02,6/15/2015 11:55,closed,Other,Potholes,Street Department,3883-3887 East Resents Circle,Bloomington,IN,,39.15140152,-86.48181915
145840,6/17/2015 16:20,5/24/2018 10:23,7/1/2015 9:12,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145848,6/18/2015 14:50,9/11/2016 22:02,6/22/2015 7:07,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145849,6/18/2015 14:54,9/11/2016 22:02,7/9/2015 8:34,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145872,6/20/2015 12:22,9/11/2016 22:02,7/16/2015 11:02,closed,Other,Potholes,Facilities,,Bloomington,IN,,,
145877,6/21/2015 17:39,9/11/2016 22:02,7/1/2015 7:45,closed,Other,Potholes,Street Department,1743-1917 W Tapp Rd,Bloomington,IN,,39.13644028,-86.55279541
145903,6/22/2015 8:15,9/11/2016 22:02,7/1/2015 7:38,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145946,6/22/2015 16:46,9/11/2016 22:02,6/25/2015 8:53,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
145949,6/23/2015 9:05,9/11/2016 22:02,7/1/2015 7:36,closed,Other,Potholes,Street Department,3122-3138 East Wyndam Court,Bloomington,IN,,39.1464653,-86.49219513
146078,6/27/2015 13:14,9/11/2016 22:02,7/1/2015 7:43,closed,Other,Potholes,Street Department,2806-2808 East Lilac Court,Bloomington,IN,,39.09584045,-86.50548553
146081,6/28/2015 11:07,9/11/2016 22:02,7/1/2015 7:35,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
146114,6/29/2015 14:32,9/11/2016 22:02,6/30/2015 8:20,closed,Other,Potholes,Planning and Transportation,West Vaughn Clipp Way,Bloomington,IN,,39.18244171,-86.53679657
146118,6/29/2015 21:45,9/11/2016 22:02,7/10/2015 9:46,closed,Other,Potholes,Planning and Transportation,,Bloomington,IN,,,
146121,6/29/2015 22:06,9/11/2016 22:02,7/1/2015 7:39,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
146169,7/1/2015 10:21,9/11/2016 22:02,7/7/2015 8:04,closed,Other,Potholes,Street Department,120 E Miller DR,Bloomington,IN,47401,39.14686584,-86.53006744
146230,7/2/2015 21:48,9/11/2016 22:02,7/9/2015 8:34,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
146260,7/8/2015 13:09,9/11/2016 22:02,7/8/2015 13:12,closed,Other,Potholes,Street Department,2875-2935 East Ramp Creek Road,Bloomington,IN,,39.07116699,-86.50035858
146261,7/8/2015 13:42,9/11/2016 22:02,7/10/2015 14:08,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
146262,7/8/2015 19:20,9/11/2016 22:02,7/14/2015 7:24,closed,Other,Potholes,Street Department,2020 E 3rd ST,Bloomington,IN,47401,39.16425323,-86.50939178
146279,7/10/2015 13:43,9/11/2016 22:02,7/16/2015 9:11,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
146282,7/11/2015 11:06,9/11/2016 22:02,7/16/2015 9:09,closed,Other,Potholes,Street Department,321 S Jordan AVE,Bloomington,IN,47401,39.16397095,-86.5164032
146287,7/12/2015 19:53,9/11/2016 22:02,7/14/2015 7:23,closed,Other,Potholes,Street Department,Indiana University Bloomington,Bloomington,IN,,39.16434097,-86.5094223
146544,7/20/2015 7:01,9/11/2016 22:02,7/20/2015 11:41,closed,Other,Potholes,Street Department,3685-3703 Sterling Avenue,Bloomington,IN,,39.11743927,-86.48822784
146549,7/20/2015 11:20,9/11/2016 22:02,7/20/2015 11:48,closed,Other,Potholes,Street Department,3617 West 3rd Street,Bloomington,IN,,39.16480255,-86.57688904
146688,7/22/2015 21:48,9/11/2016 22:02,7/23/2015 8:07,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
146711,7/25/2015 17:21,9/11/2016 22:02,7/30/2015 12:44,closed,Other,Potholes,Street Department,2216 S Sussex DR,Bloomington,IN,47401,39.14476776,-86.50616455
146743,7/28/2015 17:50,9/11/2016 22:02,1/28/2016 13:42,closed,Other,Potholes,Street Department,2–104 E Winslow Rd,Bloomington,IN,,39.13589478,-86.53079987
146825,7/31/2015 13:38,9/11/2016 22:02,8/5/2015 9:34,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
146833,8/1/2015 10:26,9/11/2016 22:02,8/3/2015 7:22,closed,Other,Potholes,Street Department,3270-3298 Indiana 45,Bloomington,IN,,39.14523315,-86.57752991
146834,8/1/2015 10:26,9/11/2016 22:02,8/3/2015 7:22,closed,Other,Potholes,Street Department,3270-3298 Indiana 45,Bloomington,IN,,39.14523315,-86.57752991
146838,8/2/2015 14:12,9/11/2016 22:02,8/3/2015 7:20,closed,Other,Potholes,Street Department,320 S Pleasant Ridge RD,Bloomington,IN,47401,39.16416931,-86.48928833
146840,8/2/2015 22:20,9/11/2016 22:02,8/21/2015 10:02,closed,Other,Potholes,Utilities T & D,Indiana University Bloomington,Bloomington,IN,,39.16676712,-86.50946808
146993,8/4/2015 12:43,9/11/2016 22:02,8/4/2015 13:01,closed,Other,Potholes,Street Department,2112-2120 S High St,Bloomington,IN,,39.14189529,-86.50828552
146997,8/4/2015 12:47,9/11/2016 22:02,8/10/2015 8:50,closed,Other,Potholes,Utilities T & D,2101 S High ST,Bloomington,IN,,39.14382553,-86.50830078
147211,8/11/2015 8:24,9/11/2016 22:02,8/11/2015 10:33,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
147293,8/12/2015 21:48,9/11/2016 22:02,8/25/2015 7:12,closed,Other,Potholes,Street Department,1310 S Dunn ST,Bloomington,IN,47401,39.15203476,-86.52828979
147341,8/14/2015 14:09,9/11/2016 22:02,8/18/2015 10:10,closed,Other,Potholes,Street Department,1222 N Arlington Park DR,Bloomington,IN,47404,39.17915726,-86.55408478
147349,8/15/2015 12:03,9/11/2016 22:02,8/18/2015 10:07,closed,Other,Potholes,Street Department,510 S Village CT,Bloomington,IN,47403,39.16200256,-86.59107208
147372,8/17/2015 15:25,9/11/2016 22:02,8/18/2015 10:09,closed,Other,Potholes,Street Department,2610 S Walnut ST,Bloomington,IN,47403,39.1353569,-86.5322876
147524,8/19/2015 13:34,9/11/2016 22:02,9/10/2015 11:29,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
147552,8/20/2015 11:43,9/11/2016 22:02,8/25/2015 7:09,closed,Other,Potholes,Street Department,2802 S Elizabeth CT,Bloomington,IN,47401,39.14261246,-86.49395752
147581,8/23/2015 15:32,9/11/2016 22:02,8/25/2015 14:46,closed,Other,Potholes,Street Department,169-235 West Country Club Drive,Bloomington,IN,,39.13593292,-86.53347015
147659,8/25/2015 10:43,9/11/2016 22:02,8/27/2015 8:15,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
147699,8/25/2015 22:06,9/11/2016 22:02,8/27/2015 13:48,closed,Other,Potholes,,802 N Walnut ST,Bloomington,IN,47408,39.17380524,-86.53353882
147762,8/27/2015 11:05,9/11/2016 22:02,8/27/2015 14:24,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
147797,8/27/2015 21:06,9/11/2016 22:02,8/28/2015 7:08,closed,Other,Potholes,Street Department,802 N Walnut ST,Bloomington,IN,47408,39.17380524,-86.53353882
147801,8/28/2015 13:13,9/11/2016 22:02,8/28/2015 14:35,closed,Other,Potholes,Utilities T & D,1628-1698 East Hillside Drive,Bloomington,IN,,39.15048599,-86.51261139
147808,8/28/2015 22:04,9/11/2016 22:02,9/9/2015 12:26,closed,Other,Potholes,Street Department,412–498 W Smith Ave,Bloomington,IN,,39.1628685,-86.53743744
147811,8/29/2015 8:57,9/11/2016 22:02,9/2/2015 14:17,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
147815,8/30/2015 10:42,9/11/2016 22:02,8/31/2015 11:10,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
147959,9/2/2015 11:42,9/11/2016 22:02,9/2/2015 11:44,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
147996,9/2/2015 13:57,9/11/2016 22:02,9/10/2015 13:26,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
147998,9/2/2015 14:28,9/11/2016 22:02,9/8/2015 7:50,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
148004,9/3/2015 5:25,9/11/2016 22:02,9/8/2015 12:46,closed,Other,Potholes,,,Bloomington,IN,,,
148079,9/5/2015 21:02,9/11/2016 22:02,9/8/2015 9:23,closed,Other,Potholes,Planning and Transportation,,Bloomington,IN,,,
148130,9/8/2015 9:55,9/11/2016 22:02,9/8/2015 9:59,closed,Other,Potholes,Street Department,West Vaughn Clipp Way,Bloomington,IN,,39.18249893,-86.5374527
148217,9/9/2015 13:20,9/11/2016 22:02,10/21/2015 11:29,closed,Other,Potholes,Planning and Transportation,,Bloomington,IN,,,
148223,9/9/2015 16:34,9/11/2016 22:02,9/16/2015 9:04,closed,Other,Potholes,Planning and Transportation,West Vaughn Clipp Way,Bloomington,IN,,39.18243408,-86.53757477
148246,9/11/2015 21:57,9/11/2016 22:02,9/14/2015 11:14,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
148416,9/15/2015 18:50,9/11/2016 22:02,9/16/2015 7:19,closed,Other,Potholes,Street Department,4001 West Stapleton Avenue,Bloomington,IN,,39.13824463,-86.58306885
148423,9/16/2015 9:57,9/11/2016 22:02,9/16/2015 13:57,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
148432,9/16/2015 12:56,9/11/2016 22:02,9/16/2015 13:57,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
148435,9/16/2015 15:12,9/11/2016 22:02,9/17/2015 10:59,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
148463,9/20/2015 7:28,9/11/2016 22:02,9/23/2015 7:31,closed,Other,Potholes,Street Department,3883-3887 East Resents Circle,Bloomington,IN,,39.15140533,-86.48189545
148673,9/25/2015 12:41,9/11/2016 22:02,10/2/2015 8:10,closed,Other,Potholes,Street Department,1108 S Paper Birch CT,Bloomington,IN,47403,39.15686798,-86.59122467
148675,9/27/2015 18:55,1/11/2017 6:47,1/11/2017 6:47,closed,Other,Potholes,Planning and Transportation,,Bloomington,IN,,,
148778,9/29/2015 12:36,9/11/2016 22:02,10/2/2015 7:05,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
148780,9/30/2015 9:40,9/11/2016 22:02,9/30/2015 12:09,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
148867,10/3/2015 16:54,9/11/2016 22:02,10/21/2015 11:27,closed,Other,Potholes,Planning and Transportation,,Bloomington,IN,,,
148869,10/4/2015 16:13,9/11/2016 22:02,10/5/2015 13:34,closed,Other,Potholes,Utilities T & D,136 North Jordan Avenue,Bloomington,IN,,39.16773987,-86.51609039
148901,10/6/2015 9:25,9/11/2016 22:02,10/6/2015 9:29,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
148996,10/9/2015 16:57,9/11/2016 22:02,10/12/2015 7:38,closed,Other,Potholes,Street Department,210 W Gordon PIKE,Bloomington,IN,47403,39.12143326,-86.53369904
149134,10/17/2015 18:02,9/11/2016 22:02,10/20/2015 8:33,closed,Other,Potholes,Street Department,2537-2571 West Vernal Pike,Bloomington,IN,,39.1763916,-86.56157684
149158,10/19/2015 17:46,9/11/2016 22:02,10/20/2015 7:10,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149159,10/19/2015 17:47,9/11/2016 22:02,10/20/2015 7:11,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149176,10/20/2015 11:24,9/11/2016 22:02,11/20/2015 10:58,closed,Other,Potholes,Street Department,1211 W 6th ST,Bloomington,IN,47404,39.16762161,-86.54878998
149212,10/21/2015 17:47,9/11/2016 22:02,10/27/2015 13:35,closed,Other,Potholes,Street Department,3931 W Tapp RD,Bloomington,IN,47403,39.13677979,-86.58257294
149283,10/26/2015 12:46,9/11/2016 22:02,11/4/2015 12:20,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149314,10/27/2015 18:07,9/11/2016 22:02,10/29/2015 11:00,closed,Other,Potholes,Planning and Transportation,,Bloomington,IN,,,
149421,11/3/2015 11:28,9/11/2016 22:02,11/4/2015 12:19,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149442,11/4/2015 12:17,9/11/2016 22:02,11/4/2015 12:19,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149469,11/6/2015 9:43,9/11/2016 22:02,11/6/2015 9:56,closed,Other,Potholes,Street Department,4708-4712 East Donington Drive,Bloomington,IN,,39.15604782,-86.46408081
149471,11/6/2015 9:55,9/11/2016 22:02,11/6/2015 13:59,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
149545,11/11/2015 11:28,9/11/2016 22:02,11/12/2015 9:01,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149560,11/11/2015 15:09,9/11/2016 22:02,11/12/2015 7:52,closed,Other,Potholes,Street Department,525 S Swain AVE,Bloomington,IN,47401,39.16114426,-86.51491547
149576,11/13/2015 16:11,9/11/2016 22:02,11/20/2015 14:36,closed,Other,Potholes,Utilities Engineering,,Bloomington,IN,,,
149585,11/15/2015 23:14,9/11/2016 22:02,11/16/2015 8:49,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149644,11/18/2015 10:18,9/11/2016 22:02,11/18/2015 10:24,closed,Other,Potholes,Street Department,2802-2804 South Sare Road,Bloomington,IN,,39.14536667,-86.49710846
149670,11/19/2015 14:20,9/11/2016 22:02,11/20/2015 10:43,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149695,11/23/2015 16:43,9/11/2016 22:02,12/1/2015 8:03,closed,Other,Potholes,Utilities T & D,,Bloomington,IN,,,
149727,11/26/2015 12:25,1/25/2018 10:36,11/30/2015 11:33,closed,Other,Potholes,Street Department,3519 E Morningside DR,Bloomington,IN,47408,39.16646194,-86.48797607
149806,12/6/2015 15:40,9/11/2016 22:02,12/7/2015 7:04,closed,Other,Potholes,Street Department,1500–1524 E Atwater Ave,Bloomington,IN,,39.16303635,-86.51512909
149810,12/7/2015 11:11,9/11/2016 22:02,12/7/2015 11:38,closed,Other,Potholes,Street Department,2776 E Creeks Edge DR,Bloomington,IN,47401,39.12958908,-86.49713135
149851,12/11/2015 14:00,9/11/2016 22:02,12/15/2015 10:51,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
149928,12/15/2015 18:23,9/11/2016 22:02,1/28/2016 13:41,closed,Other,Potholes,Street Department,601–699 N Dunn St,Bloomington,IN,,39.17173767,-86.52831268
149938,12/16/2015 14:31,9/11/2016 22:02,12/17/2015 14:56,closed,Other,Potholes,Street Department,3115 S Walnut ST,Bloomington,IN,47401,39.12837982,-86.53001404
149960,12/19/2015 18:31,9/11/2016 22:02,12/22/2015 9:43,closed,Other,Potholes,Street Department,,Bloomington,IN,,,
